Title;Artist
 Louca De Saudade;Gabriel Diniz 
 Namorar Pra Que?;Gabriel Diniz 
 Sabadao;Gabriel Diniz 
 Vem Pra Minha Ilha Dar Virote Com Montilla;Gabriel Diniz 
 Amor De Copo;Gabriel Diniz E Cristiano Araujo 
 Eh Hora De Dar Tchau;Gabriel Diniz E Gusttavo Lima 
 Pouca Roupa;Gabriel Diniz E Luiza E Maurilio 
 Acabou, Acabou;Gabriel Diniz E Wesley Safadao 
 Amo Ate No Ceu;Gabriel Gava 
 Bala Na Boquinha;Gabriel Gava 
 Fiorino;Gabriel Gava 
 Maquina Do Amor;Gabriel Gava 
 Na Mesa Do Bar;Gabriel Gava 
 2345 Meia 78;Gabriel O Pensador 
 Cachimbo Da Paz;Gabriel O Pensador 
 Blusa Branca;Gabriel Valim 
 Medo De Voce;Gabriel Valim 
 Piradinha;Gabriel Valim 
 Vou Fazer Com Voce;Gabriel Valim 
 Aleluia Hallelujah;Gabriela Rocha 
 Atos;Gabriela Rocha 
 Creio Que Tu Es A Cura;Gabriela Rocha 
 Me Aproximou;Gabriela Rocha 
 Nada Alem De Ti;Gabriela Rocha 
 Pra Onde Iremos;Gabriela Rocha 
 Teu Santo Nome;Gabriela Rocha 
 Nossa Cancao;Gabriela Rocha E Leonardo Goncalves 
 Ex My Love;Gaby Amarantos 
 Aquarela Do Brasil;Gal Costa 
 Balance;Gal Costa 
 Canta Brasil;Gal Costa 
 Chuva De Prata;Gal Costa 
 Festa Do Interior;Gal Costa 
 Folhetim;Gal Costa 
 India;Gal Costa 
 Nada Mais Lately;Gal Costa 
 Nossos Momentos;Gal Costa 
 Pra Voce;Gal Costa 
 Sorte;Gal Costa 
 Vaca Profana;Gal Costa 
 Voce Nao Entende Nada;Gal Costa 
 Sonho Meu;Gal Costa E Maria Bethania 
 Um Dia De Domingo;Gal Costa E Tim Maia 
 Vapor Barato E Flor Da Pele;Gal Costa E Zeca Balero 
 Estou Em Cristo;Galbano 
 Sou Filho De Deus;Galbano 
 100% Muito Louco;Garota Safada 
 Camarote;Garota Safada 
 Enfica;Garota Safada 
 Eu Nao Sou De Ninguem;Garota Safada 
 Pra Lavar;Garota Safada 
 Subidinha;Garota Safada 
 Vuco Vuco;Garotos De Ouro 
 Eu To Pegando A Sua Irma;Gasparzinho 
 Lepo Lepo;Gasparzinho 
 Pegador;Gasparzinho E Lucas Lucco 
 Direito De Amar;Gean E Rafael 
 Severina Xique;Genival Lacerda 
 Amigo Da Onca;George Henrique E Rodrigo 
 Cliente Preferencial;George Henrique E Rodrigo 
 De Copo Em Copo;George Henrique E Rodrigo 
 Desisto Ou Insisto;George Henrique E Rodrigo 
 Nossa Chama;George Henrique E Rodrigo 
 Quando Amanhecer;George Henrique E Rodrigo 
 Receita De Amar;George Henrique E Rodrigo 
 Ta Baguncado;George Henrique E Rodrigo 
 Nunca Mais;George Henrique E Rodrigo E Bruno E Marrone 
 Seu Oposto;George Henrique E Rodrigo E Henrique E Juliano 
 Conto Ate 10;George Henrique E Rodrigo E Jorge E Mateus 
 Dia Branco;Geraldo Azevedo 
 Moca Bonita;Geraldo Azevedo 
 Grande Deus;Geraldo Guimaraes 
 Minha Historia Vai Mudar;Geraldo Guimaraes 
 O Ceu Ja Comecou;Geraldo Guimaraes 
 So Mais Um Pouco;Geraldo Guimaraes 
 Sorrindo Ou Chorando;Geraldo Guimaraes 
 Pra Nao Dizer Que Nao Falei Das Flores;Geraldo Vandre 
 Alem Da Medicina;Gerson Rufino 
 Dia De Sol;Gerson Rufino 
 Pinga Com Limao;Gian E Duany 
 Meu Ultimo Amor;Gian E Giovani
 Amor De Verdade;Gian E Giovani 
 Aperta O Play;Gian E Giovani 
 Cacador De Coracoes;Gian E Giovani 
 Convite De Casamento;Gian E Giovani 
 Dois Coracoes;Gian E Giovani 
 Eu Acredito Nela;Gian E Giovani 
 Eu Busco Uma Estrela;Gian E Giovani 
 Mil Coracoes;Gian E Giovani 
 Nem Dormindo Consigo Te Esquecer;Gian E Giovani 
 O Grande Amor Da Minha Vida;Gian E Giovani 
 Olha Amor;Gian E Giovani 
 Por Telefone;Gian E Giovani 
 Roupa De Lua De Mel;Gian E Giovani 
 Te Amo;Gian E Giovani 
 Vai Pescar Mocada;Gian E Giovani 
 Voce Em Minha Vida;Gian E Giovani 
 Assino Com X;Gilberto E Gilmar 
 Capa De Revista;Gilberto E Gilmar 
 Foto 3X4;Gilberto E Gilmar 
 Mais Que Paixao;Gilberto E Gilmar 
 So Mais Uma Vez;Gilberto E Gilmar 
 Aquele Abraco;Gilberto Gil 
 Domingo No Parque;Gilberto Gil 
 Drao;Gilberto Gil 
 Nao Chore Mais;Gilberto Gil 
 Nos Barracos Da Cidade;Gilberto Gil 
 Palco;Gilberto Gil 
 Refazenda;Gilberto Gil 
 Se Eu Quiser Falar Com Deus;Gilberto Gil 
 Sitio Do Pica Pau Amarelo;Gilberto Gil 
 Super Homem;Gilberto Gil 
 Tempo Rei;Gilberto Gil 
 Toda Menina Baiana;Gilberto Gil 
 Vamos Fugir;Gilberto Gil 
 Aquela Nuvem;Gilliard 
 Casinha Branca;Gilson 
 A Galera Do Chapeu;Gino E Geno 
 Agita Ai;Gino E Geno 
 Bate A Bota No Chao;Gino E Geno 
 Bebo Pa Carai;Gino E Geno 
 Bola Da Vez;Gino E Geno 
 Cara De Boi;Gino E Geno 
 Casar Hum Hum;Gino E Geno 
 Coracao Cigano;Gino E Geno 
 Ela Chorou De Amor;Gino E Geno 
 Eu Ja Fui De Voce;Gino E Geno 
 Freio De Mao Casou Casei;Gino E Geno 
 Meto O Dedo;Gino E Geno 
 Mulher Que Nao Da Voa;Gino E Geno 
 Nois Enverga Mas Nao Quebra;Gino E Geno 
 O Gaviao;Gino E Geno 
 O Que E Que Eu Estou Fazendo Aqui;Gino E Geno 
 O Que Eh Que Eu Estou Fazendo Aqui;Gino E Geno 
 Pinga Na Garganta;Gino E Geno 
 Quando Ela Quer;Gino E Geno 
 Que Bicho Que E;Gino E Geno 
 Seu Marido E Ruim;Gino E Geno 
 Seu Marido Eh Ruim;Gino E Geno 
 To Ficando Com Ela;Gino E Geno 
 Vou Beber Veneno;Gino E Geno 
 Meu Barquinho;Gisele Cristina 
 A Gloria Da Segunda Casa;Giselle Nascimento 
 Janelas Da Alma;Giselle Nascimento 
 Mapa Do Tesouro;Giselle Nascimento 
 Meu Recanto, Meu Paraiso;Goiano E Paranaense 
 Comecaria Tudo Outra Vez;Gonzaguinha 
 Eh Novela Vale Tudo;Gonzaguinha 
 Feliz;Gonzaguinha 
 Infinito Desejo;Gonzaguinha 
 O Que Eh O Que Eh;Gonzaguinha 
 Sangrando;Gonzaguinha 
 Xodo;Gonzaguinha 
 Nas Maos Do Oleiro;Graciele Farias 
 Meu Mundo Eh Voce;Graciely Junqueira 
 Mamma Maria;Grafite 
 Freak Le Boom Pout Pourri;Gretchen 
 Curtindo A Vida;Grupo Bom Gosto 
 Patricinha Do Olho Azul;Grupo Bom Gosto 
 Mel Na Minha Boca;Grupo Desejos 
 Portas Abertas;Grupo Logos 
 Inigualavel Paixao;Grupo Pirraca 
 O Que E Que Eu Vou Fazer;Grupo Pirraca 
 Quem De Nos;Grupo Pirraca 
 Imagem;Grupo Ponto De Encontro 
 Quem Ama;Grupo Raca 
 Seja Mais Voce;Grupo Raca 
 To Legal;Grupo Raca 
 Capaz De Tudo;Grupo Revelacao 
 Coracao Radiante;Grupo Revelacao 
 Deixa Acontecer;Grupo Revelacao 
 Ela Mexe Comigo;Grupo Revelacao 
 Grades Do Coracao;Grupo Revelacao 
 Na Palma Da Mao;Grupo Revelacao 
 Na Velocidade Da Luz;Grupo Revelacao 
 Novos Tempos;Grupo Revelacao 
 So Vai De Camarote;Grupo Revelacao 
 Ta Escrito;Grupo Revelacao 
 Talvez;Grupo Revelacao 
 Coral De Anjos;Grupo Sensacao 
 Sentimento Nu;Grupo Sensacao 
 Capricha Gaiteiro;Grupo Tradicao 
 O Barquinho;Grupo Tradicao 
 Amanha;Guilherme Arantes 
 Cheia De Charme;Guilherme Arantes 
 Coisas Do Brasil;Guilherme Arantes 
 Deixa Chover;Guilherme Arantes 
 Extase;Guilherme Arantes 
 Loucas Horas;Guilherme Arantes 
 Pedacinhos;Guilherme Arantes 
 Planeta Agua;Guilherme Arantes 
 Um Dia Um Adeus;Guilherme Arantes 
 A Outra Misturinha;Guilherme E Santiago 
 Abre Coracao;Guilherme E Santiago 
 Alo Meu Povo;Guilherme E Santiago 
 Casa Amarela;Guilherme E Santiago 
 Chovendo Estrelas;Guilherme E Santiago 
 Do Outro Lado Da Cidade;Guilherme E Santiago 
 E Pra Sempre Te Amar;Guilherme E Santiago 
 Eu Te Amo Demais;Guilherme E Santiago 
 Fazer Besteirinha;Guilherme E Santiago 
 Franguinho Na Panela;Guilherme E Santiago 
 Habito;Guilherme E Santiago 
 Magia E Misterio;Guilherme E Santiago 
 Me Esqueca;Guilherme E Santiago 
 Meia Noite E Meia;Guilherme E Santiago 
 Mete A Sua Boca Na Minha;Guilherme E Santiago 
 O Amor E Assim;Guilherme E Santiago 
 Peao Nao Chora;Guilherme E Santiago 
 Pega Fogo Cabare;Guilherme E Santiago 
 Perdi Voce;Guilherme E Santiago 
 Pindaiba;Guilherme E Santiago 
 Quando Bebe;Guilherme E Santiago 
 Que Da Vontade Da;Guilherme E Santiago 
 Seu Amor E Tudo O Que Eu Quero;Guilherme E Santiago 
 So De Voce;Guilherme E Santiago 
 So Falta Voce;Guilherme E Santiago 
 Solteiro Sim Sozinho Nunca;Guilherme E Santiago 
 Som E Imagem;Guilherme E Santiago 
 Ta Se Achando;Guilherme E Santiago 
 Tudo Tem Um Porque;Guilherme E Santiago 
 Sete Selos Do Apocalipse;Guiomar Victor 
 Abre O Portao Que Eu Cheguei;Gustavo Lima 
 Eu Vou Tentando Te Agarrar;Gustavo Lima 
 Camera Lenta;Gustavo Mioto 
 Impressionando Os Anjos;Gustavo Mioto 
 Coladinha Em Mim;Gustavo Mioto E Anitta 
 Anti;Gustavo Mioto E Jorge E Mateus 
 Vou Levando A Minha;Gustavo Moura E Rafael E Marilia Mendonca 
 10 Anos;Gusttavo Lima 
 50 50;Gusttavo Lima 
 50/50;Gusttavo Lima 
 60 Segundos;Gusttavo Lima 
 Arrasta;Gusttavo Lima 
 As Mina Pira Na Balada;Gusttavo Lima 
 Balada Boa;Gusttavo Lima 
 Beber Agua De Bar;Gusttavo Lima 
 Cabelo Cor De Ouro;Gusttavo Lima 
 Cara De Pau;Gusttavo Lima 
 Caso Consumado;Gusttavo Lima 
 Chora Chora;Gusttavo Lima 
 Diz Pra Mim;Gusttavo Lima 
 Dna De Adorador;Gusttavo Lima 
 E Ela Que Eu Amo;Gusttavo Lima 
 Fazer Beber Se Quer Beber;Gusttavo Lima 
 Fora Do Comum;Gusttavo Lima 
 Fui Fiel;Gusttavo Lima 
 Garrafa Pet;Gusttavo Lima 
 Gatinha Assanhada;Gusttavo Lima 
 Homem De Familia;Gusttavo Lima 
 Linda Flor;Gusttavo Lima 
 Na Hora De Amar (Spending My Time);Gusttavo Lima 
 Nao Paro De Beber;Gusttavo Lima 
 Pense Um Pouco;Gusttavo Lima 
 Que Mal Te Fiz Eu;Gusttavo Lima 
 Que Pena Que Acabou;Gusttavo Lima 
 Quem Tem Sorte E Sortero;Gusttavo Lima 
 Rosas Versos E Vinhos;Gusttavo Lima 
 Se E Pra Beber Eu Bebo;Gusttavo Lima 
 So Tem Eu;Gusttavo Lima 
 Sou Louco Por Um Beijo;Gusttavo Lima 
 Super;Gusttavo Lima 
 Ta Doidaca;Gusttavo Lima 
 To Solto Na Night;Gusttavo Lima 
 Voce Nao Me Conhece;Gusttavo Lima 
 Ze Da Recaida;Gusttavo Lima 
 Chega Mais Pra Ca;Gusttavo Lima E Humberto E Ronaldo 
 Eu Vou Te Buscar;Gusttavo Lima E Hungria 
Hop ;Gusttavo Lima E Hungria Hip
 Vem Ni Mim Dodge Ram;Gusttavo Lima E Israel Novaes 
 Ta Faltando Eu;Gusttavo Lima E Jorge E Mateus 
 Inventor Dos Amores;Gusttavo Lima E Jorge E Matheus 
 Liga La Em Casa;Gusttavo Lima E Renan E Ray 
 Tsunami;Gusttavo Lima E Wilian E Marcelo 
 Do Outro Lado Da Moeda;Gusttavo Lima E Zeze Di Camargo E Luciano 
 To Indo Te Buscar;Guto E Nando 
 Meus Sentimentos;Harmonia Do Samba 
 Nossa Paradinha;Harmonia Do Samba 
 Vem Nenem;Harmonia Do Samba 
 Tic Nervoso;Harmonia Do Samba E Anitta 
 E Tudo Tois;Henrique E Diego 
 Esqueci Voce;Henrique E Diego 
 Malicia Pura;Henrique E Diego 
 Oh Delicia;Henrique E Diego 
 Senha Do Celular;Henrique E Diego 
 Vida Mais Ou Menos;Henrique E Diego 
 Malbec;Henrique E Diego E Dennis Dj 
 Festa Boa;Henrique E Diego E Gusttavo Lima 
 Ciumento Eu;Henrique E Diego E Matheus E Kauan 
 Suite 14;Henrique E Diego E Mc Guime 
 Raspao;Henrique E Diego E Simone E Simaria 
 3 Horas De Motel;Henrique E Juliano 
 5 Km;Henrique E Juliano 
 A Nossa Turma;Henrique E Juliano 
 Acredito De Mentira;Henrique E Juliano 
 Aquela Pessoa;Henrique E Juliano 
 Ate Voce Voltar;Henrique E Juliano 
 Avisa Ai;Henrique E Juliano 
 Bebida Com Saudade;Henrique E Juliano 
 Calafrio;Henrique E Juliano 
 Como E Que A Gente Fica;Henrique E Juliano 
 Contar Pra Que;Henrique E Juliano 
 Cuida Bem Dela;Henrique E Juliano 
 De Tras Pra Frente;Henrique E Juliano 
 Deixa Ela Saber;Henrique E Juliano 
 Duas Vidas;Henrique E Juliano 
 Eu Chamo Voce Volta;Henrique E Juliano 
 Eu Me Enrosquei De Novo;Henrique E Juliano 
 Eu Sou Gordinho;Henrique E Juliano 
 Gordinho Saliente;Henrique E Juliano 
 Jesus Apaga A Luz;Henrique E Juliano 
 Mais Amor E Menos Drama;Henrique E Juliano 
 Maquiagem Nao Disfarca;Henrique E Juliano 
 Mudando De Assunto;Henrique E Juliano 
 Nao Passa Vontade;Henrique E Juliano 
 Nao Sou Caloteiro;Henrique E Juliano 
 No Seu Tempo;Henrique E Juliano 
 O Ceu Explica Tudo;Henrique E Juliano 
 Parece Piada;Henrique E Juliano 
 Quem Ama Sempre Entende;Henrique E Juliano 
 Quem Pegou, Pegou;Henrique E Juliano 
 Quem Vai Lembrar;Henrique E Juliano 
 Separa Namora;Henrique E Juliano 
 Tinta De Amor;Henrique E Juliano 
 Vai Que Bebereis;Henrique E Juliano 
 Vem Pra Minha Vida;Henrique E Juliano 
 Vidinha De Balada;Henrique E Juliano 
 Recaidas;Herinque E Juliano 
 Ta Namorando E Me Querendo;Herinque E Juliano 
 Nao To Valendo Nada;Herinque E Juliano E Joao Neto E Frederico 
 Pode Isso Producao;Herinque E Juliano E Joao Neto E Frederico 
 A Flor E O Beija Flor;Herinque E Juliano E Marilia Mendonca 
 Nuvem Passageira;Hermes Aquino 
 Duble De Corpo;Herois Da Resistencia 
 Amante Profissional;Herva Doce 
 Erva Venenosa;Herva Doce 
 Passos Escuros;Hevo 84 
 Ela E Melhor Que Voce;Hugo E Tiago 
 Esse Copo Aqui;Hugo E Tiago 
 Gaguinho;Hugo E Tiago 
 Ninguem Tem Nada Com Isso;Hugo E Tiago 
 Mala;Hugo Henrique 
 So Falta Voce Aceitar;Hugo Henrique E Marilia Mendonca 
 200 Por Hora;Hugo Pena E Gabriel 
 Cigana;Hugo Pena E Gabriel 
 Deslumbrante;Hugo Pena E Gabriel 
 Fora Do Eixo;Hugo Pena E Gabriel 
 Mala Pronta;Hugo Pena E Gabriel 
 Mulher Bandida;Hugo Pena E Gabriel 
 Nao Desligue O Radio;Hugo Pena E Gabriel 
 Parece Castigo;Hugo Pena E Gabriel 
 Perdoar;Hugo Pena E Gabriel 
 Alo Dj;Humberto E Ronaldo 
 Amigo Cachaceiro;Humberto E Ronaldo 
 Canto Bebo E Choro;Humberto E Ronaldo 
 Dia De Sorte;Humberto E Ronaldo 
 Dois Loucos De Amor;Humberto E Ronaldo 
 Hoje Sonhei Com Voce;Humberto E Ronaldo 
 Motel Disfarcado;Humberto E Ronaldo 
 So Vou Beber Mais Hoje;Humberto E Ronaldo 
 Solteiro Sim;Humberto E Ronaldo 
 To Vendendo Beijo;Humberto E Ronaldo 
 Nao Fala Nao Pra Mim;Humberto E Ronaldo E Jerry Smith 
 Carencia;Humberto E Ronaldo E Jorge E Mateus 
 Romance;Humberto E Ronaldo E Jorge E Mateus 
 Na Rua Na Chuva Na Fazenda;Hyldon 
 Na Sombra De Uma Arvore;Hyldon 
 Depois De Nos E Nos De Novo;Igor Kannario 
 Depois De Nos Eh Nos De Novo;Igor Kannario 
 Nada Temerei;Igreja Batista Atitude Central Da Barra 
 Pretexto;Imaginasamba 
 Retro;Imaginasamba 
 Va Com Deus;Imaginasamba 
 A Marvada Pinga;Inezita Barrozo 
 Bons Momentos;Inimigos Da Hp 
 Brilho Cristal;Inimigos Da Hp 
 Brilho De Cristal + Vergonha Na Cara;Inimigos Da Hp 
 Musa Da Praia;Inimigos Da Hp 
 Tipo Fiona;Inimigos Da Hp 
 Toca Um Samba Ai;Inimigos Da Hp 
 Chupando Dedo;Iohannes 
 Ele Nao Merece Voce;Iohannes 
 Dias De Luta;Ira 
 Envelheco Na Cidade;Ira 
 Flores Em Voce;Ira 
 Nucleo Base;Ira 
 Tarde Vazia;Ira 
 Tolices;Ira 
Eu Quero Sempre Mais;Ira e Pitty
 Eu Quero Sempre Mais;Ira E Pitty 
 No Calor Dos Teus Abracos;Irmas Galvao 
 Diga Sim Pra Mim;Isabella Taviani 
 Digitais;Isabella Taviani 
 Presente Passado;Isabella Taviani 
 Nos Montes Da Adoracao;Isis Regina 
 Bem Apaixonado;Israel E Rodolffo 
 Ce Sabe O Que Eu Acho;Israel E Rodolffo 
 Deus Me Livre, Quem Me Dera;Israel E Rodolffo 
 Ex Apaixonado;Israel E Rodolffo 
 Hipnose;Israel E Rodolffo 
 Me Conta O Resto;Israel E Rodolffo 
 Nao Existe Amor Sem Briga;Israel E Rodolffo 
 Nao Me Aceito Sem Voce;Israel E Rodolffo 
 O Grande Dia;Israel E Rodolffo 
 Casa Mobiliada;Israel E Rodolffo E Edson E Hudson 
 Marca Evidente;Israel E Rodolffo E Jorge E Mateus 
 Beijo Meu;Israel Novaes 
 Carro Pancadao;Israel Novaes 
 Depende;Israel Novaes 
 O Sofrencia;Israel Novaes 
 Selfie;Israel Novaes 
 Vo To Estourado;Israel Novaes 
 Tchaca;Israel Novaes E Psirico 
 Voce Merece Cache;Israel Novaes E Wesley Safadao 
 Sinal Disfarcado;Israel Novaes E Ze Ricardo E Thiago 
 Esqueminha;Israel Novais 
 Depende De Nos;Ivan Lins 
 Dinorah Dinorah;Ivan Lins 
 Novo Tempo;Ivan Lins 
 Somos Todos Iguais Nesta Noite;Ivan Lins 
 Vitoriosa;Ivan Lins 
 A Festa;Ivete Sangalo 
 A Lua Que Eu Te Dei;Ivete Sangalo 
 Abalou;Ivete Sangalo 
 Acelerae;Ivete Sangalo 
 Agora Eu Ja Sei;Ivete Sangalo 
 Amor Que Nao Sai;Ivete Sangalo 
 Azul Da Cor Do Mar;Ivete Sangalo 
 Beijo De Hortela;Ivete Sangalo 
 Berimbau Metalizado;Ivete Sangalo 
 Bug Bug Bye;Ivete Sangalo 
 Canibal;Ivete Sangalo 
 Carro Velho;Ivete Sangalo 
 Ceu Da Boca;Ivete Sangalo 
 Chorando Se Foi;Ivete Sangalo 
 Dalila;Ivete Sangalo 
 Deixo;Ivete Sangalo 
 Desejo De Amar;Ivete Sangalo 
 Empurra Empurra;Ivete Sangalo 
 Flor Do Reggae;Ivete Sangalo 
 Ilumina;Ivete Sangalo 
 Mais E Mais;Ivete Sangalo 
 Na Base Do Beijo;Ivete Sangalo 
 Nao Me Conte Seus Problemas;Ivete Sangalo 
 O Farol;Ivete Sangalo 
 O Melhor Pra Mim;Ivete Sangalo 
 Obediente;Ivete Sangalo 
 Perere;Ivete Sangalo 
 Poeira;Ivete Sangalo 
 Pra Frente;Ivete Sangalo 
 Quando A Chuva Passar;Ivete Sangalo 
 Se Eu Nao Te Amasse Tanto Assim;Ivete Sangalo 
 Seus Planos;Ivete Sangalo 
 Sorte Grande;Ivete Sangalo 
 Ta Tudo Bem;Ivete Sangalo 
 Tempo De Alegria;Ivete Sangalo 
 Vejo O Sol E A Lua;Ivete Sangalo 
 Vem Meu Amor;Ivete Sangalo 
 No Me Compares;Ivete Sangalo E Alejandro Sanz 
 Back At One;Ivete Sangalo E Brian Mcknight 
 Deusas Do Amor;Ivete Sangalo E Claudia Leite 
 Loucuras De Uma Paixao;Ivete Sangalo E Jorge Aragao 
 Zero A Dez;Ivete Sangalo E Luan Santana 
 Cheguei Pra Te Amar;Ivete Sangalo E MC Livinho 
 Um Sinal;Ivete Sangalo E Melim 
 Completo;Ivete Sangalo E Monica Sangalo 
 Vinganca Do Amor;Ivete Sangalo E Pablo 
 Nao Vou Ficar;Ivete Sangalo E Samuel Rosa 
 Bicho;Ivete Sangalo E Saulo 
 Nao Precisa Mudar;Ivete Sangalo E Saulo Fernandes 
 A Vontade;Ivete Sangalo E Wesley Safadao 
 Anjos De Plantao;Ivo Mozart E Doncesao 
 Alem Do Olhar;Ivo Pessoa 
 Uma Vez Mais;Ivo Pessoa 
 Dona De Mim;Iza 
 Esse Brilho E Meu;Iza 
 Ginga;Iza 
 Rebola;Iza 
 Voce Nao Vive Sem Mim;Iza 
 Sacrifcio A Ele;Izaas Mendes 
 Sacrificio A Ele;Izaas Mendes 
 Amo Voce;Jads E Jadson 
 Na Riqueza E Na Pobreza;Jads E Jadson 
 Noite Fracassada;Jads E Jadson 
 Planos Impossiveis;Jads E Jadson 
 Quem Aguenta;Jads E Jadson 
 Ressentimento;Jads E Jadson 
 Se Toca Essa Moda;Jads E Jadson 
 To Te Querendo;Jads E Jadson 
 Toca Um Joao Mineiro E Marciano;Jads E Jadson 
 Ze Trovao;Jads E Jadson 
 Noites Frustradas;Jads E Jadson E Gusttavo Lima 
 Sonhando Com Voce;Jads E Jadson E Juliano Cezar 
 Chave Na Mesa;Jads E Jadson E Maiara E Maraisa 
 Colo;Jads E Jadson E Victor E Leo 
 A Majestade O Sabia;Jair Rodrigues 
 Disparada;Jair Rodrigues 
 Tristeza;Jair Rodrigues 
 Avivamento;Jairo Bonfim 
 Eu Clamei;Jairo Bonfim 
 Passarinho;Jairo Bonfim 
 Ressurreto;Jairo Bonfim 
 Ela Disse;Jamelao 
 Andando Pela Vida;Jamily 
 Bendito Seja;Jamily 
 Conquistando O Impossivel;Jamily 
 Deus E Fiel;Jamily 
 Deus E Maior;Jamily 
 Filho Prodigo;Jamily 
 Hallelujah;Jamily 
 O Deus Que Te Faz Sonhar;Jamily 
 Tempo De Vencer;Jamily 
 Usei A Fe;Jamily 
 Celebrar;Jammil E Uma Noites 
 Praieiro;Jammil E Uma Noites 
 Tchau I Have To Go Now;Jammil E Uma Noites 
 Chama Da Paixao;Jane Duboc 
 Sonhos;Jane Duboc 
 Nao Se Va;Jane E Herondi 
 Mississipi;Jayne 
 Colecao De Ex;Jeferson Morais E Matheus E Kauan 
 Oi Nego;Jefferson Moraes 
 Acordar Com Voce;Jeito Moleque 
 Amor Eterno;Jeito Moleque 
 Eu Nunca Amei Assim;Jeito Moleque 
 Me Faz Feliz;Jeito Moleque 
 Para Tudo;Jeito Moleque 
 Sem Radar;Jeito Moleque 
 Adivinhao;Jerry Adriani 
 Es Meu Amor;Jerry Adriani 
 Indiferenca;Jerry Adriani 
 Rock Do Saci;Jerry Adriani 
 Se A Palavra For Adeus;Jerry Adriani 
 A Multiplicacao Dos Frutos;Jesse 
 Campo Minado;Jesse 
 Estrelas De Papel;Jesse 
 Menino Passarinho;Jesse 
 Noite Santa;Jesse 
 Paraiso Das Hienas;Jesse 
 Porto Solidao;Jesse 
 Um Lugar;Jesse 
 Voa Liberdade;Jesse 
 Amanha Talvez;Joana 
 Amor Bandido;Joana 
 Estranha Dependencia;Joana 
 Meu Namorado;Joana 
 Recado;Joana 
 To Fazendo Falta;Joana 
 Tu Me Acostumbrastes;Joana 
 Um Sonho A Dois;Joana E Klb 
 Coisa Feita;Joao Bosco 
 Corsario;Joao Bosco 
 Jade;Joao Bosco 
 Memoria Da Pele;Joao Bosco 
 O Mestre Sala Dos Mares;Joao Bosco 
 Papel Marche;Joao Bosco 
 Ponto Fraco;Joao Bosco E Vincius 
 Ah _;Joao Bosco E Vinicius 
 Ah E;Joao Bosco E Vinicius 
 Amiga Linda;Joao Bosco E Vinicius 
 Chora Me Liga;Joao Bosco E Vinicius 
 Chuva;Joao Bosco E Vinicius 
 Coracao So Ve Voce;Joao Bosco E Vinicius 
 Curticao;Joao Bosco E Vinicius 
 Ei Psiu Beijo Me Liga;Joao Bosco E Vinicius 
 Eu Vou Morrer De Amor;Joao Bosco E Vinicius 
 Final De Semana;Joao Bosco E Vinicius 
 Indescritivel;Joao Bosco E Vinicius 
 Magia;Joao Bosco E Vinicius 
 Nao Era Voce;Joao Bosco E Vinicius 
 O Fora;Joao Bosco E Vinicius 
 Palmadinha;Joao Bosco E Vinicius 
 Que Bar Que Ce Ta;Joao Bosco E Vinicius 
 Quem Mandou Largar De Mim;Joao Bosco E Vinicius 
 Querendo Te Encontrar;Joao Bosco E Vinicius 
 Quimica;Joao Bosco E Vinicius 
 Sorte E Ter Voce;Joao Bosco E Vinicius 
 Um Lugarzinho Na Sua Cama;Joao Bosco E Vinicius 
 Deixa A Gente Quieto;Joao Bosco E Vinicius E Henrique E Juliano 
 Mateus ;Joao Bosco E Vinicius E Jorge 
 Esperanca Perdida;Joao Gilberto 
 Falsa Baiana;Joao Gilberto 
 O Pato;Joao Gilberto 
 Tin Tin Por Tin Tin;Joao Gilberto 
 Fecha O Porta Mala;Joao Gustavo E Murilo 
 Agua Na Boca;Joao Lucas E Diogo E Mc Koringa 
 Eu Quero Tchu Eu Quero Tcha;Joao Lucas E Marcelo 
 Louquinha;Joao Lucas E Marcelo E Mc K9 
 Joga O Copo Pro Alto;Joao Lucas E Marcelo Part Ronaldinho 
 A Mulher Que Eu Amo;Joao Mineiro E Marciano 
 A Tabela;Joao Mineiro E Marciano 
 Ainda Ontem Chorei De Saudades;Joao Mineiro E Marciano 
 Aline;Joao Mineiro E Marciano 
 Amor Clandestino;Joao Mineiro E Marciano 
 Benza Deus;Joao Mineiro E Marciano 
 Crises De Amor;Joao Mineiro E Marciano 
 Me Telefone Mais;Joao Mineiro E Marciano 
 Nao Consigo Esquecer Minha Mulher;Joao Mineiro E Marciano 
 No Mesmo Lugar;Joao Mineiro E Marciano 
 O Beijo Do Adeus;Joao Mineiro E Marciano 
 Por Sentir Ciumes;Joao Mineiro E Marciano 
 Se Eu Nao Puder Te Esquecer;Joao Mineiro E Marciano 
 A Delegada;Joao Neto E Frederico 
 A Sua Vista;Joao Neto E Frederico 
 Agarra Agarra;Joao Neto E Frederico 
 Bebo E Dou Trabalho;Joao Neto E Frederico 
 Chora;Joao Neto E Frederico 
 Chorou Na Escadaria;Joao Neto E Frederico 
 Coracao Pede Carona;Joao Neto E Frederico 
 Crime Perfeito;Joao Neto E Frederico 
 Dificil;Joao Neto E Frederico 
 E Claro Que Eu To;Joao Neto E Frederico 
 Ele Nao Vai Mudar;Joao Neto E Frederico 
 Filme De Amor;Joao Neto E Frederico 
 Galera Do Buteco;Joao Neto E Frederico 
 Le Le Le;Joao Neto E Frederico 
 Mais Um Sonhador;Joao Neto E Frederico 
 Marmiteiro;Joao Neto E Frederico 
