Title;Artist
 Coracao De Luto;Teixeirinha 
 Dancador De Xote;Teixeirinha 
 Espero Ser Feliz;Teixeirinha 
 Gaita E Violao;Teixeirinha 
 Gaucho Amigo;Teixeirinha 
 Gaucho Andante;Teixeirinha 
 Gaucho De Passo Fundo;Teixeirinha 
 Mocinho Aventureiro;Teixeirinha 
 Noites Do Paraguai;Teixeirinha 
 O Colono;Teixeirinha 
 Passo Fundo Do Coracao;Teixeirinha 
 Ponteando A Viola;Teixeirinha 
 Quando A Velhice Chegar;Teixeirinha 
 Querencia Amada;Teixeirinha 
 Rancho Do Capivari;Teixeirinha 
 Saudade Do Parana;Teixeirinha 
 Saudoso Amor;Teixeirinha 
 Tropeiro Velho;Teixeirinha 
 Valsa Das Flores;Teixeirinha 
 Velho Casarao;Teixeirinha 
 A Gostosona;Teodoro E Sampaio 
 Agua No Leite;Teodoro E Sampaio 
 Amigos De Bar;Teodoro E Sampaio 
 Aqui Pra Ela;Teodoro E Sampaio 
 Cunhada;Teodoro E Sampaio 
 E Mentira Dela;Teodoro E Sampaio 
 Mulher Chorona;Teodoro E Sampaio 
 Nao Sou Pareo Pra Voce;Teodoro E Sampaio 
 Paixao Proibida;Teodoro E Sampaio 
 Pitoco;Teodoro E Sampaio 
 Reu Apaixonado;Teodoro E Sampaio 
 Ruela Do Eno;Teodoro E Sampaio 
 Saudade Pica;Teodoro E Sampaio 
 Se A Casa Cair;Teodoro E Sampaio 
 So Dou Carona Pra Quem Deu Pra Mim;Teodoro E Sampaio 
 Vestido De Seda;Teodoro E Sampaio 
 Passe Livre;Teodoro E Sampaio E Barrerito 
 Carrinho De Mao;Terrasamba 
 Liberar Geral;Terrasamba 
 Escrito Nas Estrelas;Tete Espindola 
 Ai Que Do;Thaeme E Thiago 
 Bem Feito;Thaeme E Thiago 
 Cafajeste;Thaeme E Thiago 
 Cds E Livros;Thaeme E Thiago 
 Com Voces, Eu;Thaeme E Thiago 
 Coracao Apertado;Thaeme E Thiago 
 Inseguros;Thaeme E Thiago 
 Nunca Foi Ex;Thaeme E Thiago 
 Onde Ja Se Viu;Thaeme E Thiago 
 Perto De Mim;Thaeme E Thiago 
 Pra Ter Voce Aqui;Thaeme E Thiago 
 Sarcasmo;Thaeme E Thiago 
 Sinto Saudade;Thaeme E Thiago 
 Vou Dar O No Em Voce;Thaeme E Thiago 
 Tcha Tcha Tcha;Thaeme E Thiago E Cristiano Araujo 
 O Que Acontece Na Balada;Thaeme E Thiago E Fernando E Sorocaba 
 Fica Louca;Thaeme E Thiago E Gusttavo Lima 
 Ce Gama;Thaeme E Thiago E Lucas Lucco 
 Deus Da Minha Vida;Thalles Roberto 
 Eu Escolho Deus;Thalles Roberto 
 Tres Dimensoes;Thayna Bitencourt 
 Eu E Voce;The Fevers 
 Hey Girl;The Fevers 
 Mar De Rosas;The Fevers 
 Nao Consigo Viver Sem Voce;The Fevers 
 Nao Devo Mais Ficar;The Fevers 
 Ninguem Vive Sem Amor;The Fevers 
 Sou Assim;The Fevers 
 Vem Me Ajudar;The Fevers 
 Dim Dim;Thiago Brava 
 Lei Do Desapego;Thiago Brava 
 Namora Bobo;Thiago Brava 
 Sabe Esse Cara;Thiago Brava 
 Dona Maria;Thiago Brava E Jorge 
 Buque De Flores;Thiaguinho 
 Caraca Muleke;Thiaguinho 
 Desencana;Thiaguinho 
 Hey Mundo;Thiaguinho 
 Ousadia E Alegria;Thiaguinho 
 Pra Que Viver Nesse Mundo;Thiaguinho 
 Sem Voce A Vida E Tao Sem Graca;Thiaguinho 
 Sou O Cara Pra Voce;Thiaguinho 
 Amei Te Ver;Tiago Iorc 
 Coisa Linda;Tiago Iorc 
 A Vaca Ja Foi Pro Brejo;Tiao Carreiro E Pardinho 
 Amargurado;Tiao Carreiro E Pardinho 
 Cavalo Enxuto;Tiao Carreiro E Pardinho 
 Pagode Em Brasilia;Tiao Carreiro E Pardinho 
 Travessia Do Araguaia;Tiao Carreiro E Pardinho 
 A Noite;Tie 
 Chorencia;Tierry 
 Eu Vi Gnomos;Tihuana 
 Que Ves;Tihuana 
 Tropa De Elite Bope;Tihuana 
 Amigo Verdadeiro;Tim Maia 
 Do Leme Ao Portal;Tim Maia 
 Essa Tal Felicidade;Tim Maia 
 Esta Dificil De Esquecer;Tim Maia 
 Gostava Tanto De Voce;Tim Maia 
 Labios De Mel;Tim Maia 
 Leva;Tim Maia 
 Me De Motivo;Tim Maia 
 Nao Quero Dinheiro;Tim Maia 
 Paixao Antiga;Tim Maia 
 Pede A Ela;Tim Maia 
 Primavera;Tim Maia 
 Pudera;Tim Maia 
 Reu Confesso;Tim Maia 
 Sossego;Tim Maia 
 Vale Tudo;Tim Maia 
 Essa E A Cancao;Tim Maia E Elis Regina 
 Velho Camarada;Tim Maia, Fabio E Hildon 
Sonifera Ilha;Titas
 A Melhor Banda De Todos Os Tempos;Titas 
 Aa Uu;Titas 
 Aluga;Titas 
 Antes De Voce;Titas 
 Bichos Escrotos;Titas 
 Comida;Titas 
 Deus E O Diabo;Titas 
 Diversao;Titas 
 E Preciso Saber Viver;Titas 
 Enquanto Houver Sol;Titas 
 Epitafio;Titas 
 Flores;Titas 
 Go Back;Titas 
 Homem Primata;Titas 
 Insensivel Com Voz;Titas 
 Isso;Titas 
 Marvin;Titas 
 Miseria;Titas 
 Nao Vou Lutar;Titas 
 Nem Cinco Minutos Guardados;Titas 
 O Inferno Sao Os Outros;Titas 
 O Pulso;Titas 
 Os Cegos Do Castelo;Titas 
 Policia;Titas 
 Porque Eu Sei Que E Amor;Titas 
 Pra Dizer Adeus;Titas 
 Sonifera Ilha;Titas 
 Televisao;Titas 
 Garota De Berlim;Tokio 
 Chega De Saudade;Tom Jobim 
 Corcovado;Tom Jobim 
 Desafinado;Tom Jobim 
 Dindi;Tom Jobim 
 Garota De Ipanema;Tom Jobim 
 Luiza;Tom Jobim 
 Samba De Uma Nota So;Tom Jobim 
 So Danco Samba;Tom Jobim 
 Wave;Tom Jobim 
 Insensatez;Tom Jobim E Vinicios De Morais 
 Pela Luz Dos Olhos Teus;Tom Jobim E Vinicios De Morais 
 Samba De Verao;Tom Jobim E Vinicios De Morais 
 Samba Do Aviao;Tom Jobim E Vinicios De Morais 
 Se Todos Fossem Iguais A Voce;Tom Jobim E Vinicios De Morais 
 Me Libertei;Toni Garrido 
 Sou Voce;Toni Garrido 
 Cana Verde;Tonico E Tinoco 
 Moreninha Linda;Tonico E Tinoco 
 O Sanfoneiro So Tocava Isso Baile Na Roca E Caipirinha Do Arraia;Tonico E Tinoco 
 Rosa Branca;Tonico E Tinoco 
 Abro Mao;Toque No Altar 
 Meu Melhor;Toque No Altar 
 Perto Quero Estar;Toque No Altar 
 Restitui;Toque No Altar 
 Toda Sorte De Bencao;Toque No Altar 
 Tua Graca Me Basta;Toque No Altar 
 Aquarela;Toquinho 
 Escravo Da Alegria;Toquinho 
 O Caderno;Toquinho 
 Samba De Orly;Toquinho E Vinicius De Morais 
 Os Serranos;Tordilho Negro 
 Entre A Fe E A Razao;Trazendo A Arca 
 Marca Da Promessa;Trazendo A Arca 
 Sobre As Aguas;Trazendo A Arca 
Uni Duni Te;Trem da Alegria
 He;Trem Da Alegria 
 Uni Duni Te;Trem Da Alegria 
 Eh Voce;Tribalistas 
 Ja Sei Namorar;Tribalistas 
 Passe Em Casa;Tribalistas 
 Velha Infancia;Tribalistas 
 Saudade Do Pica Pau;Trio Alto Astral 
 Muro De Berlim;Trio Do Brasil 
 Filme Triste;Trio Esperanca 
 Ovo De Codorna;Trio Forrozao 
 Transas E Caretas;Trio Los Angeles 
 Chegou O Avivamento;Trio Nascimento 
 Procurando Tu;Trio Nordestino 
 Arapuca;Trio Parada Dura 
 As Andorinhas;Trio Parada Dura 
 Barra Pesada;Trio Parada Dura 
 Casa Dos Prazeres;Trio Parada Dura 
 Dor De Cotovelo;Trio Parada Dura 
 O Carro E A Faculdade;Trio Parada Dura 
 O Doutor E A Empregada;Trio Parada Dura 
 Onde Estao Os Meus Passos;Trio Parada Dura 
 Passa La;Trio Parada Dura 
 Quebra Topete;Trio Parada Dura 
 Vivendo Longe Do Meu Bem;Trio Parada Dura 
 Aceita Que Doi Menos;Trio Parada Dura E Marilia Mendonca 
 Vivendo Aqui No Mato;Trio Parada Dura E Ze Neto E Cristiano 
 Basta Uma Palavra;Tuca Nascimento 
 Frisson;Tunai 
 A Galinha Magricela;Turma Do Balao Magico 
 Amigos Do Peito;Turma Do Balao Magico 
 E Tao Lindo;Turma Do Balao Magico 
 Lindo Balao Azul;Turma Do Balao Magico 
 Pato Pateta;Turma Do Balao Magico 
 Super Fantastico;Turma Do Balao Magico 
 Camisa 10;Turma Do Pagode 
 Case;Turma Do Pagode 
 Cobertor De Orelha;Turma Do Pagode 
 Deixa Em Off;Turma Do Pagode 
 Horas Iguais;Turma Do Pagode 
 Lancinho;Turma Do Pagode 
 Melhor Amigo;Turma Do Pagode 
 Selinho;Turma Do Pagode 
 Sua Mae Vai Me Amar;Turma Do Pagode 
 Surpresa De Amor;Turma Do Pagode 
 Puxa Agarra E Beija;Turma Do Pagode E Avioes Do Forro 
 Ciume;Ultraje A Rigor 
 Inutil;Ultraje A Rigor 
 Marylou;Ultraje A Rigor 
 Nada A Declarar;Ultraje A Rigor 
 Nos Vamos Invadir A Sua Praia;Ultraje A Rigor 
 Pelado;Ultraje A Rigor 
 Rebelde Sem Causa;Ultraje A Rigor 
 Sexo;Ultraje A Rigor 
 Carta Aos Missionarios;Uns E Outros 
 Beijinho No Ombro;Valesca Popozuda 
 Eu Sou A Diva Que Voce Quer Copiar;Valesca Popozuda 
 Esperando Avioes;Vander Lee 
 Ai A Ai;Vanessa Da Mata 
 Historia De Uma Gata;Vanessa Da Mata 
 Nao Me Deixe So;Vanessa Da Mata 
 Segue O Som;Vanessa Da Mata 
 Boa Sorte Good Luck;Vanessa Da Mata E Ben Harper 
 Palpite;Vanessa Rangel 
 Noite Preta;Vange Leonel 
 Vai Ser So Gloria;Vanilda Bordieri 
 Manhas De Setembro;Vanusa 
 Demais;Veronica Sabino 
 O Ebrio Com Voz Do Cantor;Vicente Celestino 
 Patativa;Vicente Celestino 
 Sonho De Artista;Vicente Celestino 
 Agua De Oceano;Victor E Leo 
 Amigo Apaixonado;Victor E Leo 
 Amor De Alma;Victor E Leo 
 Boa Sorte Pra Voce;Victor E Leo 
 Borboletas;Victor E Leo 
 Boteco De Esquina;Victor E Leo 
 Caminhos Diferentes;Victor E Leo 
 Deus E Eu No Sertao;Victor E Leo 
 Esse Alguem Sou Eu;Victor E Leo 
 Estrada Vermelha;Victor E Leo 
 Fada;Victor E Leo 
 Fotos;Victor E Leo 
 Jogo Da Vida;Victor E Leo 
 Lagrimas;Victor E Leo 
 Lembrancas De Um Amor;Victor E Leo 
 Na Linha Do Tempo;Victor E Leo 
 Na Luz Do Som;Victor E Leo 
 Nada Normal;Victor E Leo 
 Nao Mais;Victor E Leo 
 Nao Me Perdoei;Victor E Leo 
 O Gra;Victor E Leo 
 O Tempo Nao Apaga;Victor E Leo 
 Retratos Rasgados;Victor E Leo 
 Rios De Amor;Victor E Leo 
 Sabor Dos Ventos;Victor E Leo 
 Sem Transito E Sem Aviao;Victor E Leo 
 Senhorita;Victor E Leo 
 Sinto Falta De Voce;Victor E Leo 
 Sonhos E Ilusoes Em Mim;Victor E Leo 
 Tanta Solidao;Victor E Leo 
 Tem Que Ser Voce;Victor E Leo 
 Tempo De Amor;Victor E Leo 
 Vai Me Perdoando;Victor E Leo 
 Voce Sabia;Victor E Leo 
 Beijo De Luz;Victor E Leo E Chitaozinho E Xororo 
 Maluco;Victor E Leo E Thiaguinho 
 Quando Voce Some;Victor E Leo E Zeze Di Camargo E Luciano 
 Chorando Na Calcada;Villa Baggage 
 Localizacao;Villa Baggage E Maiara E Maraisa 
 A Minha Mae Deixa;Vingadora 
 Calcanhar De Prego;Vingadora 
 A Primavera;Vinicius De Moraes 
 A Tonga Da Mironga Do Kabulete;Vinicius De Moraes 
 Bom Dia Tristeza;Vinicius De Moraes 
 Ela E Carioca;Vinicius De Moraes 
 Regra Tres;Vinicius De Moraes 
 Samba Em Preludio;Vinicius De Moraes 
 Sei La A Vida Tem Sempre Razao;Vinicius De Moraes 
 Tarde Em Itapua;Vinicius De Moraes 
 De Todo Coracao;Viva Adoracao 
 Acima Das Circunstancias;Voz Da Verdade 
 Cristo Vive Em Mim;Voz Da Verdade 
 Majestade;Voz Da Verdade 
 O Escudo;Voz Da Verdade 
 O Espelho;Voz Da Verdade 
 Pra Que;Voz Da Verdade 
 Querer E Poder;Voz Da Verdade 
 Renova Me;Voz Da Verdade 
 Eu Nao Sou Cachorro Nao;Waldick Soriano 
 Paixao De Um Homem;Waldick Soriano 
 O Bom Rapaz;Wanderley Cardoso 
 A Proxima Vitima;Wando 
 Aquele Amor Que Faz Gostoso Me Deixou;Wando 
 Chora Coracao;Wando 
 Coisa Cristalina;Wando 
 Eu Ja Tirei Sua Roupa;Wando 
 Fogo E Paixao;Wando 
 Gosto De Maca;Wando 
 Moca;Wando 
 Safada;Wando 
 Ta Faltando Um Abraco;Wando 
 Amor Amor;Wanessa Camargo 
 Apaixonada Por Voce;Wanessa Camargo 
 Coracao Embriagado;Wanessa Camargo 
 Eu Estarei Aqui;Wanessa Camargo 
 Eu Nao Resisto A Nos Dois;Wanessa Camargo 
 Eu Quero Ser O Seu Amor;Wanessa Camargo 
 Me Engana Que Eu Gosto;Wanessa Camargo 
 Nao To Pronta Pra Perdoar;Wanessa Camargo 
 O Amor Nao Deixa;Wanessa Camargo 
 Shine It On;Wanessa Camargo 
 Tanta Saudade;Wanessa Camargo 
 Um Dia Meu Primeiro Amor;Wanessa Camargo 
 A Dama E O Vagabundo;Wesley Safadao 
 Agora E Pra Valer;Wesley Safadao 
 Amar, Amei;Wesley Safadao 
 Ar Condicionado No 15;Wesley Safadao 
 Bota O Litro Pra Sofrer;Wesley Safadao 
 Bumbum Bate;Wesley Safadao 
 Capa Louca;Wesley Safadao 
 Cara Bacana;Wesley Safadao 
 Cara Lisa;Wesley Safadao 
 Cerveja E Vinho;Wesley Safadao 
 Colinho De Papai Senta Aqui;Wesley Safadao 
 Coracao Machucado;Wesley Safadao 
 Cornetinha;Wesley Safadao 
 Diferente Nao, Estranho;Wesley Safadao 
 Dna Do Interior;Wesley Safadao 
 Doutorzinho;Wesley Safadao 
 E Ai, Vai Terminar;Wesley Safadao 
 Ela Domina O Ratata Tu Tum;Wesley Safadao 
 Eu Era Feio;Wesley Safadao 
 Eu Nao To Dizendo Tchau;Wesley Safadao 
 Gut Gut;Wesley Safadao 
 Laranjinha;Wesley Safadao 
 Livre Na Balada;Wesley Safadao 
 Manda Boi;Wesley Safadao 
 Me Ame Ou Me Deixe;Wesley Safadao 
 Menino Bobo;Wesley Safadao 
 Mente Covarde;Wesley Safadao 
 Muito Gelo E Pouco Whisky;Wesley Safadao 
 Na Ponta Ela Fica;Wesley Safadao 
 Ninguem Segura Eu;Wesley Safadao 
 Novinha Vai No Chao;Wesley Safadao 
 Ponto De Partida;Wesley Safadao 
 Quem Bate Tambem Chora;Wesley Safadao 
 Ressaca de Saudade;Wesley Safadao 
 Roubou Meu Coracao;Wesley Safadao 
 Se Esconder Ela Nao Acha;Wesley Safadao 
 So Pra Castigar;Wesley Safadao 
 Sonhei Que Tava Me Casando;Wesley Safadao 
 Sortudo;Wesley Safadao 
 Sou Ciumento Mesmo;Wesley Safadao 
 Tim Tim;Wesley Safadao 
 Treme Bunda;Wesley Safadao 
 Troca O Disco;Wesley Safadao 
 Vai Embrazando;Wesley Safadao 
 Veja So No Que Deu;Wesley Safadao 
 Vem Pro Meu Lounge;Wesley Safadao 
 Vou Dar Virote;Wesley Safadao 
 Voce Nao Me Esqueceu;Wesley Safadao E Jorge 
 Ninguem Eh De Ferro;Wesley Safadao E Marilia Mendonca 
 Meu Coracao Deu Pt;Wesley Safadao E Matheus E Kauan 
 Eu To Loketa;Wesley Safadao E Nathan 
 Paginas Na Areia;Wilian Nascimento 
 Deus Vai Na Frente;Willian Nascimento 
 Pelo Telhado;Willian Nascimento 
 De Manha;Wilson Simonal 
 Lobo Bobo;Wilson Simonal 
 Meu Limao Meu Limoeiro;Wilson Simonal 
 Mustang Cor De Sangue;Wilson Simonal 
 Tributo A Martin Luther King;Wilson Simonal 
 Vesti Azul;Wilson Simonal 
 Nota Dez;Xand Aviao 
 Novinha Pode Pa;Xand Aviao 
 Minha Alegria Eh Viver;Xandreli 
Festa do Estica e Puxa;Xuxa
Ilarie;Xuxa
Lua de Cristal;Xuxa
Tindolele;Xuxa
 Abc Do Txutxucao;Xuxa 
 Abecedario Da Xuxa;Xuxa 
 Arco;Xuxa 
 Brincar De Indio;Xuxa 
 Croc Croc;Xuxa 
 E De Chocolate;Xuxa 
 Festa Do Estica E Puxa;Xuxa 
 Hora Do Recreio;Xuxa 
 Ilarie;Xuxa 
 Libera Geral;Xuxa 
 Lua De Cristal;Xuxa 
 Meu Caozinho Xuxo;Xuxa 
 Nos Somos O Amanha;Xuxa 
 Rambo;Xuxa 
 Tindolele;Xuxa 
 Turma Da Xuxa;Xuxa 
 Que Isso Novinha;Yago E Juliano 
 Caminhos Do Sol;Yahoo 
 Mordida De Amor;Yahoo 
 Maquiagem Borrada;Ze Felipe 
 O Errado Sou Eu;Ze Felipe 
 Saudade De Voce;Ze Felipe 
 Voce E Eu;Ze Felipe 
 Voce Mente;Ze Felipe 
 Nao Me Toca;Ze Felipe E Ludmilla 
 Cidadao;Ze Geraldo 
 Meiga Senhorita;Ze Geraldo 
 Amo Te Amar;Ze Henrique E Gabriel 
 Aperta O Pe;Ze Henrique E Gabriel 
 Arrasou;Ze Henrique E Gabriel 
 Declaracao;Ze Henrique E Gabriel 
 Desperdicando Amor;Ze Henrique E Gabriel 
 Dona Do Meu Destino;Ze Henrique E Gabriel 
 Essa E Pra Beber Mais Uma;Ze Henrique E Gabriel 
 Falando Com A Lua;Ze Henrique E Gabriel 
 Instinto Animal;Ze Henrique E Gabriel 
 O Brasil Ta Cheio;Ze Henrique E Gabriel 
 Oba Oba;Ze Henrique E Gabriel 
 Paixao Indivisivel;Ze Henrique E Gabriel 
 Quando O Telefone Toca;Ze Henrique E Gabriel 
 Ta Tudo Ok;Ze Henrique E Gabriel 
 Tremele;Ze Henrique E Gabriel 
 Voce E Dona Do Meu Coracao;Ze Henrique E Gabriel 
 Vou Dormir Na Rua;Ze Henrique E Gabriel 
 Por Baixo Ou Por Cima;Ze Henrique E Gabriel E Jorge E Mateus 
 A Farra Perdeu Pro Amor;Ze Neto E Cristiano 
 A Gente Continua;Ze Neto E Cristiano 
 Amigo Taxista;Ze Neto E Cristiano 
 Amor A Primeira Esquina;Ze Neto E Cristiano 
 Bateria Acabou;Ze Neto E Cristiano 
 Bebida Na Ferida;Ze Neto E Cristiano 
 Bobo Fui Eu;Ze Neto E Cristiano 
 Cadeira De Aco;Ze Neto E Cristiano 
 Derreter A Alianca;Ze Neto E Cristiano 
 Estamos Quites;Ze Neto E Cristiano 
 Eu Ligo Pra Voce;Ze Neto E Cristiano 
 Grao De Arroz;Ze Neto E Cristiano 
 Hoje Eu To Excelente;Ze Neto E Cristiano 
 Largado As Tracas;Ze Neto E Cristiano 
 Morador De Rua;Ze Neto E Cristiano 
 Mulher Maravilha;Ze Neto E Cristiano 
 Notificacao Preferida;Ze Neto E Cristiano 
 Novela Das Nove;Ze Neto E Cristiano 
 Ontem Era Eu;Ze Neto E Cristiano 
 Sonha Comigo;Ze Neto E Cristiano 
 Status Que Eu Nao Queria;Ze Neto E Cristiano 
 Pra Rezar Ninguem Me Chama;Ze Neto E Cristiano E Humberto E Ronaldo 
 Tem Que Ter Pegada;Ze Neto E Cristiano E Israel Novaes 
 Abaixa O Som;Ze Neto E Cristiano E Marilia Mendonca 
 A Terceira Lamina;Ze Ramalho 
 Admiravel Gado Novo;Ze Ramalho 
 Avohai;Ze Ramalho 
 Batendo Na Porta Do Ceu;Ze Ramalho 
 Beira Mar;Ze Ramalho 
 Bicho De 7 Cabecas;Ze Ramalho 
 Chao De Giz;Ze Ramalho 
 Entre A Serpente E A Estrela;Ze Ramalho 
 Forca Verde;Ze Ramalho 
 Garoto De Aluguel;Ze Ramalho 
 Jardim Das Acacias;Ze Ramalho 
 Kriptonia;Ze Ramalho 
 Misterio Da Meia Noite;Ze Ramalho 
 Mulher Nova Bonita E Carinhosa;Ze Ramalho 
 Orquidea Negra;Ze Ramalho 
 Vila Do Sossego;Ze Ramalho 
 Miragem;Ze Ramalho E Alcymar Monteiro 
 Pode Ou Nao Pode;Ze Ricardo E Thiago 
 Flor Da Pele;Zeca Baleiro 
 Alto La;Zeca Pagodinho 
 Bagaco Da Laranja;Zeca Pagodinho 
 Cade Meu Amor;Zeca Pagodinho 
 Caviar;Zeca Pagodinho 
 Conflito;Zeca Pagodinho 
 Coracao Em Desalinho;Zeca Pagodinho 
 Deixa A Vida Me Levar;Zeca Pagodinho 
 Deixa Clarear;Zeca Pagodinho 
 Faixa Amarela;Zeca Pagodinho 
 Incandeia;Zeca Pagodinho 
 Lama Nas Ruas;Zeca Pagodinho 
 Maneiras;Zeca Pagodinho 
 Nao Sou Mais Disso;Zeca Pagodinho 
 O Penetra;Zeca Pagodinho 
 Ogum;Zeca Pagodinho 
 Posso Ate Me Apaixonar;Zeca Pagodinho 
 Quando Eu Contar Ia Ia;Zeca Pagodinho 
 Ratatuia;Zeca Pagodinho 
 Samba Pras Mocas;Zeca Pagodinho 
 Ser Humano;Zeca Pagodinho 
 Vacilao;Zeca Pagodinho 
 Vai Vadiar;Zeca Pagodinho 
 Verdade;Zeca Pagodinho 
 Enquanto Durmo;Zelia Duncan 
 Essa Noite Eu Quero Ir Mais Alem;Zelia Duncan 
 Nos Lencois Desse Reggae;Zelia Duncan 
 O Meu Lugar;Zelia Duncan 
 Formosa;Zero 
 A Ferro E Fogo;Zeze Di Camargo E Luciano 
 A Gente Fica Sem Se Amar;Zeze Di Camargo E Luciano 
 Ainda Sou O Mesmo Homem;Zeze Di Camargo E Luciano 
 Amor Pra Que Bye Bye;Zeze Di Camargo E Luciano 
 Amor Selvagem;Zeze Di Camargo E Luciano 
 Antes De Voltar Pra Casa;Zeze Di Camargo E Luciano 
 Bandido Com Razao;Zeze Di Camargo E Luciano 
 Cada Volta Eh Um Recomeco;Zeze Di Camargo E Luciano 
 Coracao Esta Em Pedacos;Zeze Di Camargo E Luciano 
 Da Boca Pra Fora;Zeze Di Camargo E Luciano 
 Deu Ocupado De Novo;Zeze Di Camargo E Luciano 
 Diz Pro Meu Olhar;Zeze Di Camargo E Luciano 
 Dou A Vida Por Um Beijo;Zeze Di Camargo E Luciano 
 Eh O Amor;Zeze Di Camargo E Luciano 
 Eu So Penso Em Voce;Zeze Di Camargo E Luciano 
 Faz Mais Uma Vez Comigo;Zeze Di Camargo E Luciano 
 Felicidade Que Saudade De Voce;Zeze Di Camargo E Luciano 
 Fera Mansa;Zeze Di Camargo E Luciano 
 Flores Em Vida;Zeze Di Camargo E Luciano 
 Foi;Zeze Di Camargo E Luciano 
 Hoje Eu Quero Te Amar;Zeze Di Camargo E Luciano 
 Me Leva Pra Casa;Zeze Di Camargo E Luciano 
 Mentes Tao Bem;Zeze Di Camargo E Luciano 
 Meu Coracao So Quer Chorar;Zeze Di Camargo E Luciano 
 Meu Pais;Zeze Di Camargo E Luciano 
 Mexe Mexe Que E Bom;Zeze Di Camargo E Luciano 
 Milagre Da Flecha;Zeze Di Camargo E Luciano 
 Muda De Vida;Zeze Di Camargo E Luciano 
 Nao Era Pra Ser Assim;Zeze Di Camargo E Luciano 
 Nem Mais Uma Duvida;Zeze Di Camargo E Luciano 
 No Dia Em Que Eu Sai De Casa;Zeze Di Camargo E Luciano 
 Nosso Amor E Ouro;Zeze Di Camargo E Luciano 
 O Defensor;Zeze Di Camargo E Luciano 
 Pao De Mel;Zeze Di Camargo E Luciano 
 Pare;Zeze Di Camargo E Luciano 
 Pior E Te Perder;Zeze Di Camargo E Luciano 
 Pra Mudar Minha Vida;Zeze Di Camargo E Luciano 
 Pra Nao Pensar Em Voce;Zeze Di Camargo E Luciano 
 Preciso Ser Amado;Zeze Di Camargo E Luciano 
 Quem E Ele;Zeze Di Camargo E Luciano 
 Quem Sou Eu Sem Ela;Zeze Di Camargo E Luciano 
 Redeas Do Possante;Zeze Di Camargo E Luciano 
 Reggae In Roca;Zeze Di Camargo E Luciano 
 Saudade Bandida;Zeze Di Camargo E Luciano 
 Se For Pra Judiar;Zeze Di Camargo E Luciano 
 Sou Seu Amor E Voce E A Minha Vida;Zeze Di Camargo E Luciano 
 Teorias;Zeze Di Camargo E Luciano 
 Toma Juizo;Zeze Di Camargo E Luciano 
 Toneladas De Paixao;Zeze Di Camargo E Luciano 
 Um Novo Cara;Zeze Di Camargo E Luciano 
 Vem Cuidar De Mim;Zeze Di Camargo E Luciano 
 Dois Amigos;Zeze Di Camargo E Luciano E Julio Iglesias 
 Dois Coracoes E Uma Historia;Zeze Di Camargo E Luciano E Julio Iglesias 
 Asa Morena;Zizi Possi 
 Nunca;Zizi Possi 
 Per Amore;Zizi Possi 
 Perigo;Zizi Possi 
